OrphaNumber,Disorder_Name,External_Source,External_ID,External_Mapping_Rel,External_Mapping_Status,Disorder_Synonyms
891,Familial exudative vitreoretinopathy,OMIM,605750,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Criswick-Schepens syndrome|FEVR
891,Familial exudative vitreoretinopathy,OMIM,613310,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Criswick-Schepens syndrome|FEVR
891,Familial exudative vitreoretinopathy,OMIM,616468,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Criswick-Schepens syndrome|FEVR
891,Familial exudative vitreoretinopathy,OMIM,617572,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Criswick-Schepens syndrome|FEVR
225,Maternally-inherited diabetes and deafness,OMIM,520000,E (Exact mapping: the two concepts are equivalent),Validated,MIDD|Maternally-inherited diabetes and hearing loss|Mitochondrial diabetes
466688,Severe intellectual disability-corpus callosum agenesis-facial dysmorphism-cerebellar ataxia syndrome,OMIM,616819,E (Exact mapping: the two concepts are equivalent),Validated,
466950,Facial dysmorphism-developmental delay-behavioral abnormalities syndrome due to WAC point mutation,OMIM,616708,E (Exact mapping: the two concepts are equivalent),Validated,
466943,WAC-related facial dysmorphism-developmental delay-behavioral abnormalities syndrome,OMIM,616708,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
466926,Seizures-scoliosis-macrocephaly syndrome,OMIM,616682,E (Exact mapping: the two concepts are equivalent),Validated,SSM syndrome
466934,VPS11-related autosomal recessive hypomyelinating leukodystrophy,OMIM,616683,E (Exact mapping: the two concepts are equivalent),Validated,VPS11-related autosomal recessive hypomyelinating leukoencephalopathy
466806,Autosomal dominant thrombocytopenia with platelet secretion defect,OMIM,619130,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
466806,Autosomal dominant thrombocytopenia with platelet secretion defect,OMIM,616913,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
466801,LIMS2-related limb-girdle muscular dystrophy,OMIM,616827,E (Exact mapping: the two concepts are equivalent),Validated,Autosomal recessive limb-girdle muscular dystrophy type 2W|LGMD type 2W|LGMD2W|LIMS2-related LGM|Limb-girdle muscular dystrophy type 2W
466794,Acute infantile liver failure-cerebellar ataxia-peripheral sensory motor neuropathy syndrome,OMIM,616719,E (Exact mapping: the two concepts are equivalent),Validated,Autosomal recessive spinocerebellar ataxia type 21|SCAR21
466791,Macrocephaly-intellectual disability-left ventricular non compaction syndrome,OMIM,300967,E (Exact mapping: the two concepts are equivalent),Validated,
466784,Neonatal severe cardiopulmonary failure due to mitochondrial methylation defect,OMIM,616794,E (Exact mapping: the two concepts are equivalent),Validated,COXPD28|Combined oxidative phosphorylation defect type 28
466775,Autosomal recessive Charcot-Marie-Tooth disease type 2X,OMIM,616668,E (Exact mapping: the two concepts are equivalent),Validated,ARCMT2X|Autosomal recessive Charcot-Marie-Tooth disease type 2 due to SPG11 mutation|CMT2X
466768,Autosomal dominant Charcot-Marie-Tooth disease type 2Z,OMIM,616688,E (Exact mapping: the two concepts are equivalent),Validated,Autosomal dominant Charcot-Marie-Tooth disease type 2 due to MORC2 mutation|CMT2Z
466729,Familial patent arterial duct,OMIM,607411,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
466729,Familial patent arterial duct,OMIM,617035,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
466729,Familial patent arterial duct,OMIM,617039,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
466722,Autosomal recessive spastic paraplegia type 77,OMIM,617046,E (Exact mapping: the two concepts are equivalent),Validated,SPG77
466718,Martinique crinkled retinal pigment epitheliopathy,OMIM,617111,E (Exact mapping: the two concepts are equivalent),Validated,MCRPE
466703,TMEM199-CDG,OMIM,616829,E (Exact mapping: the two concepts are equivalent),Validated,CDG syndrome type IIp|CDG-IIp|CDG2P|Carbohydrate deficient glycoprotein syndrome type IIp|Congenital disorder of glycosylation type 2p|Congenital disorder of glycosylation type IIp
465824,Fetal encasement syndrome,OMIM,613630,E (Exact mapping: the two concepts are equivalent),Validated,
466026,Class I glucose-6-phosphate dehydrogenase deficiency,OMIM,300908,NTBT (ORPHA code's Narrower Term maps to a Broader Term),Validated,Class I G6PD deficiency|Severe hemolytic anemia due to G6PD deficiency
468620,Intellectual disability-epilepsy-extrapyramidal syndrome,OMIM,617171,E (Exact mapping: the two concepts are equivalent),Validated,
468631,Microcephalic cortical malformations-short stature due to RTTN deficiency,OMIM,614833,E (Exact mapping: the two concepts are equivalent),Validated,
467176,Severe hypotonia-psychomotor developmental delay-strabismus-cardiac septal defect syndrome,OMIM,616816,E (Exact mapping: the two concepts are equivalent),Validated,
468661,Autosomal recessive spastic paraplegia type 74,OMIM,616451,E (Exact mapping: the two concepts are equivalent),Validated,SPG74
468666,Isolated generalized anhidrosis with normal sweat glands,OMIM,106190,E (Exact mapping: the two concepts are equivalent),Validated,
468678,White-Sutton syndrome,OMIM,616364,E (Exact mapping: the two concepts are equivalent),Validated,Intellectual disability-microcephaly-strabismus-behavioral abnormalities syndrome
468684,CCDC115-CDG,OMIM,616828,E (Exact mapping: the two concepts are equivalent),Validated,CDG syndrome type IIo|CDG-IIo|CDG2O|Carbohydrate deficient glycoprotein syndrome type IIo|Congenital disorder of glycosylation type 2o|Congenital disorder of glycosylation type IIo
468672,Colobomatous macrophthalmia-microcornea syndrome,OMIM,602499,E (Exact mapping: the two concepts are equivalent),Validated,MACOM syndrome
468726,Severe primary trimethylaminuria,OMIM,602079,NTBT (ORPHA code's Narrower Term maps to a Broader Term),Validated,TMAU
468699,SLC39A8-CDG,OMIM,616721,E (Exact mapping: the two concepts are equivalent),Validated,CDG syndrome type IIn|CDG-IIn|CDG2N|Carbohydrate deficient glycoprotein syndrome type IIn|Congenital disorder of glycosylation type 2n|Congenital disorder of glycosylation type IIn|SLC39A8 deficiency
468717,Rhizomelic chondrodysplasia punctata type 5,OMIM,616716,E (Exact mapping: the two concepts are equivalent),Validated,
401785,Autosomal recessive spastic paraplegia type 62,OMIM,615681,E (Exact mapping: the two concepts are equivalent),Validated,SPG62
401780,Autosomal recessive spastic paraplegia type 61,OMIM,615685,E (Exact mapping: the two concepts are equivalent),Validated,SPG61
401768,Proximal myopathy with extrapyramidal signs,OMIM,615673,E (Exact mapping: the two concepts are equivalent),Validated,
401764,Pancytopenia-developmental delay syndrome,OMIM,615715,E (Exact mapping: the two concepts are equivalent),Validated,Trilineage bone marrow failure-developmental delay syndrome
401777,Optic atrophy-intellectual disability syndrome,OMIM,615722,E (Exact mapping: the two concepts are equivalent),Validated,BBSOAS|Bosch-Boonstra-Schaaf optic atrophy syndrome
401805,Autosomal recessive spastic paraplegia type 63,OMIM,615686,E (Exact mapping: the two concepts are equivalent),Validated,SPG63
401810,Autosomal recessive spastic paraplegia type 64,OMIM,615683,E (Exact mapping: the two concepts are equivalent),Validated,SPG64
401866,Childhood-onset spasticity with hyperglycinemia,OMIM,616859,E (Exact mapping: the two concepts are equivalent),Validated,Childhood-onset spasticity with variant non-ketotic hyperglycinemia|Spasticity-ataxia-gait anomalies syndrome
401869,Multiple mitochondrial dysfunctions syndrome type 1,OMIM,605711,E (Exact mapping: the two concepts are equivalent),Validated,MMDS1|NFU1 deficiency
401874,Multiple mitochondrial dysfunctions syndrome type 2,OMIM,614299,E (Exact mapping: the two concepts are equivalent),Validated,BOLA3 deficiency|MMDS2
401849,Autosomal spastic paraplegia type 72,OMIM,615625,E (Exact mapping: the two concepts are equivalent),Validated,SPG72
401859,Lipoic acid synthetase deficiency,OMIM,614462,E (Exact mapping: the two concepts are equivalent),Validated,
401862,Lipoyl transferase 1 deficiency,OMIM,616299,E (Exact mapping: the two concepts are equivalent),Validated,
401942,Familial median cleft of the upper and lower lips,OMIM,615892,E (Exact mapping: the two concepts are equivalent),Validated,
401953,Episodic ataxia with slurred speech,OMIM,616055,E (Exact mapping: the two concepts are equivalent),Validated,Episodic ataxia type 8
401948,Hyperammonemic encephalopathy due to carbonic anhydrase VA deficiency,OMIM,615751,E (Exact mapping: the two concepts are equivalent),Validated,CA-VA deficiency
401945,Moyamoya disease with early-onset achalasia,OMIM,615750,E (Exact mapping: the two concepts are equivalent),Validated,
401986,1p31p32 microdeletion syndrome,OMIM,613735,NTBT (ORPHA code's Narrower Term maps to a Broader Term),Validated,Del(1)(p31p32)|Monosomy 1p31p32
401979,"Autosomal recessive spondylometaphyseal dysplasia, Mégarbané type",OMIM,613320,E (Exact mapping: the two concepts are equivalent),Validated,
401973,MEND syndrome,OMIM,300960,E (Exact mapping: the two concepts are equivalent),Validated,Male EBP disorder with neurological defects
401964,Autosomal dominant Charcot-Marie-Tooth disease type 2 with giant axons,OMIM,610100,E (Exact mapping: the two concepts are equivalent),Validated,Autosomal dominant hereditary motor and sensory neuropathy type 2 with giant axons|CMT2 with giant axons|HMSN2 with giant axons
402003,Autosomal dominant focal non-epidermolytic palmoplantar keratoderma with plantar blistering,OMIM,615735,E (Exact mapping: the two concepts are equivalent),Validated,
401996,Karyomegalic interstitial nephritis,OMIM,614817,E (Exact mapping: the two concepts are equivalent),Validated,KIN|Systemic karyomegaly
402082,Progressive myoclonic epilepsy type 5,OMIM,607459,NTBT (ORPHA code's Narrower Term maps to a Broader Term),Validated,EPM5|PME type 5|Progressive myoclonus epilepsy type 5
402364,Infantile cerebral and cerebellar atrophy with postnatal progressive microcephaly,OMIM,613668,E (Exact mapping: the two concepts are equivalent),Validated,
402041,Autosomal recessive distal renal tubular acidosis,OMIM,267300,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,AR dRTA|Autosomal recessive distal RTA
402041,Autosomal recessive distal renal tubular acidosis,OMIM,602722,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,AR dRTA|Autosomal recessive distal RTA
402075,Familial bicuspid aortic valve,OMIM,109730,E (Exact mapping: the two concepts are equivalent),Validated,Familial BAV
402075,Familial bicuspid aortic valve,OMIM,614823,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Familial BAV
806,Scott syndrome,OMIM,262890,E (Exact mapping: the two concepts are equivalent),Validated,
404473,Severe intellectual disability-progressive spastic diplegia syndrome,OMIM,615075,E (Exact mapping: the two concepts are equivalent),Validated,CTNNB1 syndrome
404463,Multisystemic smooth muscle dysfunction syndrome,OMIM,613834,E (Exact mapping: the two concepts are equivalent),Validated,
404466,Female infertility due to zona pellucida defect,OMIM,617712,E (Exact mapping: the two concepts are equivalent),Validated,
404466,Female infertility due to zona pellucida defect,OMIM,618353,E (Exact mapping: the two concepts are equivalent),Validated,
404466,Female infertility due to zona pellucida defect,OMIM,615774,E (Exact mapping: the two concepts are equivalent),Validated,
404454,Alacrimia-choreoathetosis-liver dysfunction syndrome,OMIM,615273,E (Exact mapping: the two concepts are equivalent),Validated,NGLY1 deficiency|NGLY1-CDDG
404443,Tatton-Brown-Rahman syndrome,OMIM,615879,E (Exact mapping: the two concepts are equivalent),Validated,DNMT3A-related overgrowth syndrome|Tatton-Brown-Rahman overgrowth syndrome
404448,ADNP syndrome,OMIM,615873,E (Exact mapping: the two concepts are equivalent),Validated,ADNP-related syndromic intellectual disability-autism spectrum disorder|HVDAS|Helsmoortel-Van Der Aa Syndrome
404437,Diffuse cerebral and cerebellar atrophy-intractable seizures-progressive microcephaly syndrome,OMIM,615760,E (Exact mapping: the two concepts are equivalent),Validated,
404440,Intellectual disability-facial dysmorphism syndrome due to SETD5 haploinsufficiency,OMIM,615761,E (Exact mapping: the two concepts are equivalent),Validated,
404560,Familial atypical multiple mole melanoma syndrome,OMIM,155600,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,B-K mole syndrome|FAMM-PC syndrome|FAMMM syndrome|Familial atypical mole syndrome|Familial atypical multiple mole melanoma-pancreatic carcinoma syndrome|Familial dysplastic nevus syndrome|Melanoma-pancreatic cancer syndrome
404560,Familial atypical multiple mole melanoma syndrome,OMIM,606719,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,B-K mole syndrome|FAMM-PC syndrome|FAMMM syndrome|Familial atypical mole syndrome|Familial atypical multiple mole melanoma-pancreatic carcinoma syndrome|Familial dysplastic nevus syndrome|Melanoma-pancreatic cancer syndrome
404553,Vasculitis due to ADA2 deficiency,OMIM,615688,E (Exact mapping: the two concepts are equivalent),Validated,Vasculitis due to DADA2
404546,DITRA,OMIM,614204,NTBT (ORPHA code's Narrower Term maps to a Broader Term),Validated,Deficiency of IL-36R antagonist|Deficiency of IL-36Ra
404499,Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to RUBCN deficiency,OMIM,615705,E (Exact mapping: the two concepts are equivalent),Validated,Autosomal recessive spinocerebellar ataxia type 15|SCAR15|Salih ataxia
404493,Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to TUD deficiency,OMIM,616949,E (Exact mapping: the two concepts are equivalent),Validated,SCAR23|Spinocerebellar ataxia autosomal recessive type 23
404476,Global developmental delay-lung cysts-overgrowth-Wilms tumor syndrome,OMIM,618272,E (Exact mapping: the two concepts are equivalent),Validated,GLOW syndrome
411536,Mild phosphoribosylpyrophosphate synthetase superactivity,OMIM,300661,NTBT (ORPHA code's Narrower Term maps to a Broader Term),Validated,Mild PRPP synthetase superactivity|Mild PRPS1 superactivity
411543,Severe phosphoribosylpyrophosphate synthetase superactivity,OMIM,300661,NTBT (ORPHA code's Narrower Term maps to a Broader Term),Validated,Severe PRPP synthetase superactivity|Severe PRPS1 superactivity
411590,Wolfram-like syndrome,OMIM,614296,E (Exact mapping: the two concepts are equivalent),Validated,
411602,Hereditary late-onset Parkinson disease,OMIM,614251,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Autosomal dominant late-onset Parkinson disease|LOPD
411602,Hereditary late-onset Parkinson disease,OMIM,616361,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Autosomal dominant late-onset Parkinson disease|LOPD
411602,Hereditary late-onset Parkinson disease,OMIM,168601,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Autosomal dominant late-onset Parkinson disease|LOPD
411602,Hereditary late-onset Parkinson disease,OMIM,605543,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Autosomal dominant late-onset Parkinson disease|LOPD
411602,Hereditary late-onset Parkinson disease,OMIM,607060,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Autosomal dominant late-onset Parkinson disease|LOPD
411602,Hereditary late-onset Parkinson disease,OMIM,607688,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Autosomal dominant late-onset Parkinson disease|LOPD
411602,Hereditary late-onset Parkinson disease,OMIM,614203,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Autosomal dominant late-onset Parkinson disease|LOPD
411629,Infantile nephropathic cystinosis,OMIM,219800,NTBT (ORPHA code's Narrower Term maps to a Broader Term),Validated,
411493,Pontocerebellar hypoplasia type 10,OMIM,615803,E (Exact mapping: the two concepts are equivalent),Validated,CLP1-related pontocerebellar hypoplasia|PCH10
411712,Maternal riboflavin deficiency,OMIM,615026,E (Exact mapping: the two concepts are equivalent),Validated,
411788,Familial isolated trichomegaly,OMIM,190330,NTBT (ORPHA code's Narrower Term maps to a Broader Term),Validated,
411986,Early-onset epileptic encephalopathy-cortical blindness-intellectual disability-facial dysmorphism syndrome,OMIM,615859,E (Exact mapping: the two concepts are equivalent),Validated,Epilepsy-cortical blindness-intellectual disability-facial dysmorphism syndrome
412022,Facial dysmorphism-lens dislocation-anterior segment abnormalities-spontaneous filtering blebs syndrome,OMIM,601552,E (Exact mapping: the two concepts are equivalent),Validated,FDLAB syndrome|Facial dysmorphism-lens dislocation-anterior segment abnormalities-nontraumatic conjunctive cysts syndrome|Traboulsi syndrome
411641,Ocular cystinosis,OMIM,219750,E (Exact mapping: the two concepts are equivalent),Validated,Adult-onset cystinosis|Non-nephropathic cystinosis
411634,Juvenile nephropathic cystinosis,OMIM,219900,E (Exact mapping: the two concepts are equivalent),Validated,Intermediate cystinosis|Juvenile cystinosis
411709,Renal agenesis,OMIM,191830,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
411709,Renal agenesis,OMIM,615721,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
371428,Multicentric osteolysis-nodulosis-arthropathy spectrum,OMIM,259600,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,MONA spectrum|NAO syndrome|Nodulosis-arthropathy-osteolysis syndrome|Torg-Winchester syndrome
371428,Multicentric osteolysis-nodulosis-arthropathy spectrum,OMIM,277950,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,MONA spectrum|NAO syndrome|Nodulosis-arthropathy-osteolysis syndrome|Torg-Winchester syndrome
371364,Hypotonia-speech impairment-severe cognitive delay syndrome,OMIM,616801,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,IHPRF syndrome|Infantile hypotonia-psychomotor retardation-characteristic facies syndrome
371364,Hypotonia-speech impairment-severe cognitive delay syndrome,OMIM,615419,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,IHPRF syndrome|Infantile hypotonia-psychomotor retardation-characteristic facies syndrome
391677,Short stature-optic atrophy-Pelger-Huët anomaly syndrome,OMIM,614800,E (Exact mapping: the two concepts are equivalent),Validated,SOPH syndrome
391474,Frontorhiny,OMIM,136760,E (Exact mapping: the two concepts are equivalent),Validated,ALX3-related frontonasal dysplasia|Frontonasal dysplasia type 1|Isolated median cleft face syndrome
391487,Autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome,OMIM,614162,E (Exact mapping: the two concepts are equivalent),Validated,
391646,Feingold syndrome type 2,OMIM,614326,E (Exact mapping: the two concepts are equivalent),Validated,Brachydactyly-short stature-microcephaly syndrome|Brunner-Winter syndrome type 2|FGLDS2|FS2|MMT type 2|Microcephaly-digital anomalies-normal intelligence syndrome type 2|Microcephaly-intellectual disability-tracheoesophageal fistula syndrome type 2
391641,Feingold syndrome type 1,OMIM,164280,E (Exact mapping: the two concepts are equivalent),Validated,Brunner-Winter syndrome type 1|Digital anomalies with short palpebral fissures and atresia of esophagus or duodenum type 1|FGLDS1|FS1|MMT type 1|MODED syndrome type 1|Microcephaly-digital anomalies-normal intelligence syndrome type 1|Microcephaly-intellectual disability-tracheoesophageal fistula syndrome type 1|Microcephaly-oculo-digito-esophageal-duodenal syndrome syndrome type 1|ODED syndrome type 1|Oculo-digito-esophageal-duodenal syndrome type 1
391665,Homozygous familial hypercholesterolemia,OMIM,143890,NTBT (ORPHA code's Narrower Term maps to a Broader Term),Validated,HoFH
391665,Homozygous familial hypercholesterolemia,OMIM,602247,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,HoFH
391665,Homozygous familial hypercholesterolemia,OMIM,603813,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,HoFH
391665,Homozygous familial hypercholesterolemia,OMIM,144010,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,HoFH
391348,Growth and developmental delay-hypotonia-vision impairment-lactic acidosis syndrome,OMIM,615578,E (Exact mapping: the two concepts are equivalent),Validated,
391351,SURF1-related Charcot-Marie-Tooth disease type 4,OMIM,616684,E (Exact mapping: the two concepts are equivalent),Validated,CMT4K|Charcot-Marie-Tooth disease type 4K|SURF1-related CMT4|SURF1-related severe demyelinating Charcot-Marie-Tooth disease
391372,Intellectual disability-severe speech delay-mild dysmorphism syndrome,OMIM,613670,E (Exact mapping: the two concepts are equivalent),Validated,FOXP1 syndrome
391376,Congenital microcephaly-severe encephalopathy-progressive cerebral atrophy syndrome,OMIM,615574,E (Exact mapping: the two concepts are equivalent),Validated,Asparagine synthetase deficiency
391384,Familial episodic pain syndrome,OMIM,615040,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,FEPS
391384,Familial episodic pain syndrome,OMIM,615552,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,FEPS
391389,Familial episodic pain syndrome with predominantly upper body involvement,OMIM,615040,E (Exact mapping: the two concepts are equivalent),Validated,
391392,Familial episodic pain syndrome with predominantly lower limb involvement,OMIM,615552,E (Exact mapping: the two concepts are equivalent),Validated,
391397,Hereditary sensory and autonomic neuropathy type 7,OMIM,615548,E (Exact mapping: the two concepts are equivalent),Validated,CIP with hyperhidrosis and gastrointestinal dysfunction|Congenital insensitivity to pain with hyperhidrosis and gastrointestinal dysfunction|HSAN with hyperhidrosis and gastrointestinal dysfunction|HSAN7|Hereditary sensory and autonomic neuropathy type VII|Hereditary sensory and autonomic neuropathy with hyperhidrosis and gastrointestinal dysfunction
391408,Primary microcephaly-mild intellectual disability-young-onset diabetes syndrome,OMIM,616033,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
391408,Primary microcephaly-mild intellectual disability-young-onset diabetes syndrome,OMIM,616817,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
391411,Atypical juvenile parkinsonism,OMIM,615528,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
391411,Atypical juvenile parkinsonism,OMIM,615530,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
391417,HSD10 disease,OMIM,300438,E (Exact mapping: the two concepts are equivalent),Validated,2-methyl-3-hydroxybutyric aciduria|2-methyl-3-hydroxybutyryl-CoA dehydrogenase deficiency|HSD10 deficiency|MHBD deficiency
391428,"HSD10 disease, infantile type",OMIM,300438,NTBT (ORPHA code's Narrower Term maps to a Broader Term),Validated,"2-methyl-3-hydroxybutyric aciduria, classic type|2-methyl-3-hydroxybutyric aciduria, infantile type|2-methyl-3-hydroxybutyryl-CoA dehydrogenase deficiency, classic type|2-methyl-3-hydroxybutyryl-CoA dehydrogenase deficiency, infantile type|HSD10 deficiency, classic type|HSD10 deficiency, infantile type|HSD10 disease, classic type|MHBD deficiency, classic type|MHBD deficiency, infantile type"
391457,"HSD10 disease, neonatal type",OMIM,300438,NTBT (ORPHA code's Narrower Term maps to a Broader Term),Validated,"2-methyl-3-hydroxybutyric aciduria, neonatal type|2-methyl-3-hydroxybutyryl-CoA dehydrogenase deficiency, neonatal type|HSD10 deficiency, neonatal type|MHBD deficiency, neonatal type"
391307,Severe intellectual disability-short stature-behavioral abnormalities-facial dysmorphism syndrome,OMIM,615541,E (Exact mapping: the two concepts are equivalent),Validated,
391311,Susceptibility to viral and mycobacterial infections due to STAT1 deficiency,OMIM,613796,E (Exact mapping: the two concepts are equivalent),Validated,Predisposition to severe viral infection due to STAT1 deficiency|STAT1 deficiency
391327,X-linked calvarial hyperostosis,OMIM,302030,E (Exact mapping: the two concepts are equivalent),Validated,
391320,East Texas bleeding disorder,OMIM,605913,E (Exact mapping: the two concepts are equivalent),Validated,
391330,X-linked osteoporosis with fractures,OMIM,300910,ND (not yet decided/unable to decide),Validated,
397973,Intellectual disability-obesity-prognathism-eye and skin anomalies syndrome,OMIM,606772,E (Exact mapping: the two concepts are equivalent),Validated,MOMES syndrome
397968,Charcot-Marie-Tooth disease type 2R,OMIM,615490,E (Exact mapping: the two concepts are equivalent),Validated,CMT2R
397964,Combined immunodeficiency due to MALT1 deficiency,OMIM,615468,E (Exact mapping: the two concepts are equivalent),Validated,
397959,TCR-alpha-beta-positive T-cell deficiency,OMIM,615387,E (Exact mapping: the two concepts are equivalent),Validated,TCR-alpha-beta+ T-cell deficiency
397951,Microcephaly-thin corpus callosum-intellectual disability syndrome,OMIM,615599,E (Exact mapping: the two concepts are equivalent),Validated,
397946,Autosomal spastic paraplegia type 58,OMIM,611302,E (Exact mapping: the two concepts are equivalent),Validated,Autosomal spastic ataxia type 2|SPAX2|SPG58
397937,Polyglucosan body myopathy type 1,OMIM,615895,NTBT (ORPHA code's Narrower Term maps to a Broader Term),Validated,PGBM1
397927,Sacral agenesis-abnormal ossification of the vertebral bodies-persistent notochordal canal syndrome,OMIM,615709,E (Exact mapping: the two concepts are equivalent),Validated,
397787,Severe combined immunodeficiency due to IKK2 deficiency,OMIM,615592,E (Exact mapping: the two concepts are equivalent),Validated,SCID due to IKK2 deficiency
397787,Severe combined immunodeficiency due to IKK2 deficiency,OMIM,618204,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,SCID due to IKK2 deficiency
397758,Retinal dystrophy with inner retinal dysfunction and ganglion cell anomalies,OMIM,616079,E (Exact mapping: the two concepts are equivalent),Validated,Retinal dystrophy with inner nuclear layer and ganglion cell anomalies
397744,Peripheral neuropathy-myopathy-hoarseness-hearing loss syndrome,OMIM,614369,E (Exact mapping: the two concepts are equivalent),Validated,Peripheral neuropathy-myopathy-hoarseness-deafness syndrome
397725,COASY protein-associated neurodegeneration,OMIM,615643,E (Exact mapping: the two concepts are equivalent),Validated,CoPAN|NBIA6|Neurodegeneration with brain iron accumulation due to COASY mutation
397735,Autosomal dominant Charcot-Marie-Tooth disease type 2U,OMIM,616280,E (Exact mapping: the two concepts are equivalent),Validated,Autosomal dominant Charcot-Marie-Tooth disease type 2 due to MARS mutation|CMT2U
397709,Intellectual disability-coarse face-macrocephaly-cerebellar hypotrophy syndrome,OMIM,616354,E (Exact mapping: the two concepts are equivalent),Validated,Autosomal recessive spinocerebellar ataxia type 20|Intellectual disability-coarse face-macrocephaly-cerebellar hypoplasia syndrome|SCAR20
397715,Joubert syndrome with Jeune asphyxiating thoracic dystrophy,OMIM,615636,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,JBTS with JATD|Joubert syndrome with JATD
397715,Joubert syndrome with Jeune asphyxiating thoracic dystrophy,OMIM,616546,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,JBTS with JATD|Joubert syndrome with JATD
397692,Hereditary isolated aplastic anemia,OMIM,616553,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
397623,Short stature-auditory canal atresia-mandibular hypoplasia-skeletal anomalies syndrome,OMIM,602471,E (Exact mapping: the two concepts are equivalent),Validated,SAMS syndrome
397685,Familial hyperprolactinemia,OMIM,615555,E (Exact mapping: the two concepts are equivalent),Validated,Familial isolated prolactin receptor deficiency
397615,Obesity due to CEP19 deficiency,OMIM,615703,E (Exact mapping: the two concepts are equivalent),Validated,
397618,Foveal hypoplasia-optic nerve decussation defect-anterior segment dysgenesis syndrome,OMIM,609218,E (Exact mapping: the two concepts are equivalent),Validated,FHONDA syndrome
397596,Activated PI3K-delta syndrome,OMIM,615513,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,APDS|Senescent T-cells-lymphadenopathy-immunodeficiency syndrome due to p110delta-activating mutation
397596,Activated PI3K-delta syndrome,OMIM,616005,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,APDS|Senescent T-cells-lymphadenopathy-immunodeficiency syndrome due to p110delta-activating mutation
397593,Severe neonatal lactic acidosis due to NFS1-ISD11 complex deficiency,OMIM,615595,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
397612,Macrocephaly-developmental delay syndrome,OMIM,615637,E (Exact mapping: the two concepts are equivalent),Validated,
397590,Silver-Russell syndrome due to a point mutation,OMIM,618908,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
397590,Silver-Russell syndrome due to a point mutation,OMIM,618907,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
397590,Silver-Russell syndrome due to a point mutation,OMIM,616489,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
394532,"Multiple acyl-CoA dehydrogenase deficiency, mild type",OMIM,231680,NTBT (ORPHA code's Narrower Term maps to a Broader Term),Validated,"Glutaric aciduria type 2, mild type|MAD deficiency, mild type|MADD, mild type"
